             Vardas                           Pavarde                     Galutinis (Vid.)         
           Vardas5160                       Pavarde5160                         4.48               
           Vardas5164                       Pavarde5164                         2.41               
           Vardas5166                       Pavarde5166                         3.72               
           Vardas5170                       Pavarde5170                         3.78               
           Vardas5171                       Pavarde5171                         2.16               
           Vardas5172                       Pavarde5172                         3.96               
           Vardas5174                       Pavarde5174                         2.36               
           Vardas5176                       Pavarde5176                         4.76               
           Vardas5179                       Pavarde5179                         3.89               
           Vardas5183                       Pavarde5183                         4.00               
           Vardas5185                       Pavarde5185                         4.42               
           Vardas5187                       Pavarde5187                         3.86               
           Vardas5189                       Pavarde5189                         3.56               
           Vardas5190                       Pavarde5190                         2.25               
           Vardas5193                       Pavarde5193                         4.70               
           Vardas5194                       Pavarde5194                         3.94               
           Vardas5195                       Pavarde5195                         4.38               
           Vardas5197                       Pavarde5197                         0.89               
           Vardas5198                       Pavarde5198                         4.37               
           Vardas5201                       Pavarde5201                         4.90               
           Vardas5203                       Pavarde5203                         3.60               
           Vardas5205                       Pavarde5205                         3.89               
           Vardas5206                       Pavarde5206                         1.46               
           Vardas5207                       Pavarde5207                         4.36               
           Vardas5208                       Pavarde5208                         2.69               
           Vardas5209                       Pavarde5209                         2.55               
           Vardas5211                       Pavarde5211                         3.15               
           Vardas5212                       Pavarde5212                         2.04               
           Vardas5214                       Pavarde5214                         2.65               
           Vardas5216                       Pavarde5216                         2.45               
           Vardas5218                       Pavarde5218                         4.19               
           Vardas5220                       Pavarde5220                         3.43               
           Vardas5221                       Pavarde5221                         1.72               
           Vardas5225                       Pavarde5225                         4.41               
           Vardas5226                       Pavarde5226                         2.53               
           Vardas5228                       Pavarde5228                         4.31               
           Vardas5229                       Pavarde5229                         1.75               
           Vardas5232                       Pavarde5232                         4.13               
           Vardas5233                       Pavarde5233                         3.76               
           Vardas5240                       Pavarde5240                         4.32               
           Vardas5242                       Pavarde5242                         4.91               
           Vardas5243                       Pavarde5243                         2.97               
           Vardas5246                       Pavarde5246                         3.87               
           Vardas5253                       Pavarde5253                         2.44               
           Vardas5254                       Pavarde5254                         3.94               
           Vardas5255                       Pavarde5255                         3.92               
           Vardas5258                       Pavarde5258                         3.46               
           Vardas5260                       Pavarde5260                         3.75               
           Vardas5261                       Pavarde5261                         1.85               
           Vardas5262                       Pavarde5262                         3.24               
           Vardas5263                       Pavarde5263                         1.98               
           Vardas5266                       Pavarde5266                         5.00               
           Vardas5268                       Pavarde5268                         2.43               
           Vardas5269                       Pavarde5269                         2.65               
           Vardas5271                       Pavarde5271                         2.83               
           Vardas5273                       Pavarde5273                         4.15               
           Vardas5276                       Pavarde5276                         3.42               
           Vardas5278                       Pavarde5278                         1.90               
           Vardas5280                       Pavarde5280                         4.01               
           Vardas5281                       Pavarde5281                         1.76               
           Vardas5282                       Pavarde5282                         3.42               
           Vardas5283                       Pavarde5283                         1.50               
           Vardas5285                       Pavarde5285                         3.04               
           Vardas5288                       Pavarde5288                         3.98               
           Vardas5289                       Pavarde5289                         1.94               
           Vardas5292                       Pavarde5292                         3.58               
           Vardas5293                       Pavarde5293                         4.18               
           Vardas5294                       Pavarde5294                         3.24               
           Vardas5297                       Pavarde5297                         3.18               
           Vardas5298                       Pavarde5298                         4.07               
           Vardas5299                       Pavarde5299                         4.88               
           Vardas5302                       Pavarde5302                         4.82               
           Vardas5304                       Pavarde5304                         4.74               
           Vardas5306                       Pavarde5306                         2.19               
           Vardas5310                       Pavarde5310                         3.94               
           Vardas5313                       Pavarde5313                         4.35               
           Vardas5314                       Pavarde5314                         3.80               
           Vardas5315                       Pavarde5315                         2.04               
           Vardas5319                       Pavarde5319                         2.21               
           Vardas5321                       Pavarde5321                         2.26               
           Vardas5322                       Pavarde5322                         1.61               
           Vardas5323                       Pavarde5323                         1.55               
           Vardas5325                       Pavarde5325                         4.59               
           Vardas5326                       Pavarde5326                         1.17               
           Vardas5327                       Pavarde5327                         4.24               
           Vardas5328                       Pavarde5328                         2.74               
           Vardas5329                       Pavarde5329                         2.68               
           Vardas5332                       Pavarde5332                         4.71               
           Vardas5334                       Pavarde5334                         4.97               
           Vardas5337                       Pavarde5337                         3.00               
           Vardas5338                       Pavarde5338                         3.61               
           Vardas5339                       Pavarde5339                         2.39               
           Vardas5340                       Pavarde5340                         3.25               
           Vardas5346                       Pavarde5346                         4.55               
           Vardas5347                       Pavarde5347                         4.96               
           Vardas5351                       Pavarde5351                         4.49               
           Vardas5355                       Pavarde5355                         2.50               
           Vardas5357                       Pavarde5357                         2.78               
           Vardas5358                       Pavarde5358                         2.46               
           Vardas5360                       Pavarde5360                         4.39               
           Vardas5362                       Pavarde5362                         3.53               
           Vardas5363                       Pavarde5363                         2.58               
           Vardas5365                       Pavarde5365                         4.16               
           Vardas5366                       Pavarde5366                         2.63               
           Vardas5367                       Pavarde5367                         2.03               
           Vardas5370                       Pavarde5370                         2.95               
           Vardas5371                       Pavarde5371                         4.76               
           Vardas5373                       Pavarde5373                         2.31               
           Vardas5375                       Pavarde5375                         3.20               
           Vardas5376                       Pavarde5376                         3.81               
           Vardas5377                       Pavarde5377                         3.74               
           Vardas5378                       Pavarde5378                         2.22               
           Vardas5379                       Pavarde5379                         3.44               
           Vardas5380                       Pavarde5380                         4.35               
           Vardas5381                       Pavarde5381                         1.56               
           Vardas5382                       Pavarde5382                         3.63               
           Vardas5384                       Pavarde5384                         4.81               
           Vardas5387                       Pavarde5387                         2.34               
           Vardas5388                       Pavarde5388                         1.19               
           Vardas5389                       Pavarde5389                         2.67               
           Vardas5392                       Pavarde5392                         3.74               
           Vardas5394                       Pavarde5394                         2.98               
           Vardas5397                       Pavarde5397                         4.29               
           Vardas5399                       Pavarde5399                         4.91               
           Vardas5401                       Pavarde5401                         4.86               
           Vardas5403                       Pavarde5403                         2.70               
           Vardas5405                       Pavarde5405                         2.71               
           Vardas5406                       Pavarde5406                         2.57               
           Vardas5408                       Pavarde5408                         2.73               
           Vardas5410                       Pavarde5410                         2.53               
           Vardas5415                       Pavarde5415                         4.96               
           Vardas5418                       Pavarde5418                         2.54               
           Vardas5419                       Pavarde5419                         4.71               
           Vardas5423                       Pavarde5423                         1.31               
           Vardas5424                       Pavarde5424                         1.46               
           Vardas5427                       Pavarde5427                         3.05               
           Vardas5428                       Pavarde5428                         3.31               
           Vardas5434                       Pavarde5434                         3.14               
           Vardas5435                       Pavarde5435                         2.13               
           Vardas5436                       Pavarde5436                         1.55               
           Vardas5437                       Pavarde5437                         2.95               
           Vardas5439                       Pavarde5439                         1.84               
           Vardas5444                       Pavarde5444                         2.96               
           Vardas5449                       Pavarde5449                         1.24               
           Vardas5452                       Pavarde5452                         4.54               
           Vardas5453                       Pavarde5453                         2.85               
           Vardas5454                       Pavarde5454                         2.21               
           Vardas5457                       Pavarde5457                         3.63               
           Vardas5461                       Pavarde5461                         3.81               
           Vardas5463                       Pavarde5463                         3.56               
           Vardas5465                       Pavarde5465                         2.35               
           Vardas5468                       Pavarde5468                         3.38               
           Vardas5471                       Pavarde5471                         2.30               
           Vardas5472                       Pavarde5472                         2.34               
           Vardas5473                       Pavarde5473                         3.40               
           Vardas5474                       Pavarde5474                         2.11               
           Vardas5475                       Pavarde5475                         3.74               
           Vardas5476                       Pavarde5476                         4.39               
           Vardas5477                       Pavarde5477                         1.93               
           Vardas5478                       Pavarde5478                         3.69               
           Vardas5481                       Pavarde5481                         4.75               
           Vardas5484                       Pavarde5484                         2.31               
           Vardas5485                       Pavarde5485                         1.45               
           Vardas5486                       Pavarde5486                         3.93               
           Vardas5488                       Pavarde5488                         2.03               
           Vardas5489                       Pavarde5489                         4.92               
           Vardas5492                       Pavarde5492                         3.36               
           Vardas5493                       Pavarde5493                         2.50               
           Vardas5498                       Pavarde5498                         2.38               
           Vardas5501                       Pavarde5501                         2.11               
           Vardas5502                       Pavarde5502                         4.50               
           Vardas5503                       Pavarde5503                         2.46               
           Vardas5504                       Pavarde5504                         2.27               
           Vardas5505                       Pavarde5505                         1.60               
           Vardas5507                       Pavarde5507                         4.96               
           Vardas5508                       Pavarde5508                         4.50               
           Vardas5511                       Pavarde5511                         3.67               
           Vardas5512                       Pavarde5512                         2.71               
           Vardas5514                       Pavarde5514                         3.99               
           Vardas5517                       Pavarde5517                         1.44               
           Vardas5518                       Pavarde5518                         3.78               
           Vardas5520                       Pavarde5520                         4.20               
           Vardas5521                       Pavarde5521                         4.86               
           Vardas5523                       Pavarde5523                         1.77               
           Vardas5524                       Pavarde5524                         3.06               
           Vardas5525                       Pavarde5525                         2.18               
           Vardas5528                       Pavarde5528                         2.19               
           Vardas5529                       Pavarde5529                         4.17               
           Vardas5530                       Pavarde5530                         2.00               
           Vardas5534                       Pavarde5534                         1.96               
           Vardas5535                       Pavarde5535                         4.74               
           Vardas5536                       Pavarde5536                         4.12               
           Vardas5537                       Pavarde5537                         2.42               
           Vardas5539                       Pavarde5539                         2.02               
           Vardas5540                       Pavarde5540                         2.67               
           Vardas5542                       Pavarde5542                         2.50               
           Vardas5544                       Pavarde5544                         1.82               
           Vardas5545                       Pavarde5545                         2.07               
           Vardas5547                       Pavarde5547                         3.07               
           Vardas5550                       Pavarde5550                         2.79               
           Vardas5552                       Pavarde5552                         4.69               
           Vardas5553                       Pavarde5553                         3.82               
           Vardas5554                       Pavarde5554                         3.31               
           Vardas5556                       Pavarde5556                         4.64               
           Vardas5559                       Pavarde5559                         2.20               
           Vardas5560                       Pavarde5560                         2.76               
           Vardas5561                       Pavarde5561                         1.93               
           Vardas5562                       Pavarde5562                         1.23               
           Vardas5563                       Pavarde5563                         4.76               
           Vardas5564                       Pavarde5564                         0.89               
           Vardas5565                       Pavarde5565                         1.88               
           Vardas5566                       Pavarde5566                         4.75               
           Vardas5567                       Pavarde5567                         3.69               
           Vardas5569                       Pavarde5569                         4.81               
           Vardas5570                       Pavarde5570                         3.48               
           Vardas5573                       Pavarde5573                         4.24               
           Vardas5574                       Pavarde5574                         1.55               
           Vardas5578                       Pavarde5578                         4.11               
           Vardas5581                       Pavarde5581                         3.13               
           Vardas5583                       Pavarde5583                         4.03               
           Vardas5584                       Pavarde5584                         2.80               
           Vardas5596                       Pavarde5596                         4.94               
           Vardas5598                       Pavarde5598                         4.80               
           Vardas5599                       Pavarde5599                         3.72               
           Vardas5600                       Pavarde5600                         2.46               
           Vardas5603                       Pavarde5603                         4.07               
           Vardas5604                       Pavarde5604                         3.18               
           Vardas5607                       Pavarde5607                         2.87               
           Vardas5609                       Pavarde5609                         4.08               
           Vardas5610                       Pavarde5610                         1.28               
           Vardas5613                       Pavarde5613                         2.42               
           Vardas5614                       Pavarde5614                         2.35               
           Vardas5616                       Pavarde5616                         1.66               
           Vardas5620                       Pavarde5620                         3.04               
           Vardas5622                       Pavarde5622                         4.96               
           Vardas5625                       Pavarde5625                         4.32               
           Vardas5626                       Pavarde5626                         1.40               
           Vardas5628                       Pavarde5628                         3.32               
           Vardas5631                       Pavarde5631                         4.80               
           Vardas5632                       Pavarde5632                         3.30               
           Vardas5634                       Pavarde5634                         2.65               
           Vardas5641                       Pavarde5641                         4.26               
           Vardas5642                       Pavarde5642                         2.31               
           Vardas5644                       Pavarde5644                         3.09               
           Vardas5645                       Pavarde5645                         3.39               
           Vardas5647                       Pavarde5647                         4.69               
           Vardas5648                       Pavarde5648                         2.58               
           Vardas5651                       Pavarde5651                         4.54               
           Vardas5652                       Pavarde5652                         4.23               
           Vardas5654                       Pavarde5654                         3.69               
           Vardas5655                       Pavarde5655                         2.91               
           Vardas5656                       Pavarde5656                         1.77               
           Vardas5657                       Pavarde5657                         5.00               
           Vardas5658                       Pavarde5658                         2.54               
           Vardas5659                       Pavarde5659                         3.53               
           Vardas5661                       Pavarde5661                         2.95               
           Vardas5662                       Pavarde5662                         4.31               
           Vardas5665                       Pavarde5665                         4.13               
           Vardas5668                       Pavarde5668                         2.40               
           Vardas5671                       Pavarde5671                         4.26               
           Vardas5675                       Pavarde5675                         2.63               
           Vardas5680                       Pavarde5680                         2.98               
           Vardas5686                       Pavarde5686                         3.04               
           Vardas5688                       Pavarde5688                         2.08               
           Vardas5689                       Pavarde5689                         4.17               
           Vardas5692                       Pavarde5692                         2.65               
           Vardas5693                       Pavarde5693                         4.13               
           Vardas5695                       Pavarde5695                         1.59               
           Vardas5697                       Pavarde5697                         3.35               
           Vardas5702                       Pavarde5702                         3.15               
           Vardas5703                       Pavarde5703                         1.81               
           Vardas5705                       Pavarde5705                         1.44               
           Vardas5706                       Pavarde5706                         1.63               
           Vardas5711                       Pavarde5711                         4.19               
           Vardas5712                       Pavarde5712                         4.26               
           Vardas5713                       Pavarde5713                         4.43               
           Vardas5714                       Pavarde5714                         1.96               
           Vardas5715                       Pavarde5715                         4.30               
           Vardas5717                       Pavarde5717                         3.02               
           Vardas5721                       Pavarde5721                         2.43               
           Vardas5723                       Pavarde5723                         4.55               
           Vardas5724                       Pavarde5724                         2.13               
           Vardas5725                       Pavarde5725                         3.77               
           Vardas5727                       Pavarde5727                         4.92               
           Vardas5728                       Pavarde5728                         1.36               
           Vardas5734                       Pavarde5734                         2.74               
           Vardas5735                       Pavarde5735                         2.92               
           Vardas5736                       Pavarde5736                         3.08               
           Vardas5740                       Pavarde5740                         4.33               
           Vardas5743                       Pavarde5743                         3.93               
           Vardas5749                       Pavarde5749                         2.65               
           Vardas5750                       Pavarde5750                         3.83               
           Vardas5751                       Pavarde5751                         3.61               
           Vardas5752                       Pavarde5752                         3.72               
           Vardas5754                       Pavarde5754                         1.04               
           Vardas5756                       Pavarde5756                         4.17               
           Vardas5758                       Pavarde5758                         4.85               
           Vardas5759                       Pavarde5759                         3.06               
           Vardas5760                       Pavarde5760                         2.51               
           Vardas5761                       Pavarde5761                         3.98               
           Vardas5764                       Pavarde5764                         3.06               
           Vardas5766                       Pavarde5766                         3.26               
           Vardas5767                       Pavarde5767                         3.65               
           Vardas5770                       Pavarde5770                         4.51               
           Vardas5771                       Pavarde5771                         3.34               
           Vardas5772                       Pavarde5772                         2.17               
           Vardas5773                       Pavarde5773                         2.59               
           Vardas5775                       Pavarde5775                         1.74               
           Vardas5781                       Pavarde5781                         1.57               
           Vardas5782                       Pavarde5782                         4.49               
           Vardas5783                       Pavarde5783                         3.43               
           Vardas5785                       Pavarde5785                         3.93               
           Vardas5786                       Pavarde5786                         4.54               
           Vardas5787                       Pavarde5787                         4.19               
           Vardas5789                       Pavarde5789                         4.95               
           Vardas5792                       Pavarde5792                         1.79               
           Vardas5793                       Pavarde5793                         3.08               
           Vardas5794                       Pavarde5794                         4.56               
           Vardas5795                       Pavarde5795                         1.61               
           Vardas5796                       Pavarde5796                         3.73               
           Vardas5798                       Pavarde5798                         4.14               
           Vardas5799                       Pavarde5799                         4.14               
           Vardas5805                       Pavarde5805                         3.69               
           Vardas5806                       Pavarde5806                         2.33               
           Vardas5807                       Pavarde5807                         2.46               
           Vardas5808                       Pavarde5808                         1.81               
           Vardas5809                       Pavarde5809                         3.56               
           Vardas5810                       Pavarde5810                         3.72               
           Vardas5812                       Pavarde5812                         2.25               
           Vardas5815                       Pavarde5815                         2.52               
           Vardas5818                       Pavarde5818                         3.29               
           Vardas5819                       Pavarde5819                         3.71               
           Vardas5821                       Pavarde5821                         1.62               
           Vardas5822                       Pavarde5822                         2.68               
           Vardas5824                       Pavarde5824                         1.06               
           Vardas5825                       Pavarde5825                         4.57               
           Vardas5828                       Pavarde5828                         2.21               
           Vardas5830                       Pavarde5830                         4.42               
           Vardas5831                       Pavarde5831                         3.80               
           Vardas5833                       Pavarde5833                         2.67               
           Vardas5839                       Pavarde5839                         3.11               
           Vardas5844                       Pavarde5844                         3.49               
           Vardas5846                       Pavarde5846                         2.23               
           Vardas5848                       Pavarde5848                         4.29               
           Vardas5849                       Pavarde5849                         1.51               
           Vardas5852                       Pavarde5852                         4.35               
           Vardas5856                       Pavarde5856                         1.55               
           Vardas5857                       Pavarde5857                         1.89               
           Vardas5859                       Pavarde5859                         4.75               
           Vardas5860                       Pavarde5860                         1.43               
           Vardas5862                       Pavarde5862                         4.10               
           Vardas5863                       Pavarde5863                         4.39               
           Vardas5865                       Pavarde5865                         4.00               
           Vardas5866                       Pavarde5866                         1.74               
           Vardas5867                       Pavarde5867                         2.30               
           Vardas5871                       Pavarde5871                         1.86               
           Vardas5873                       Pavarde5873                         2.39               
           Vardas5874                       Pavarde5874                         2.78               
           Vardas5876                       Pavarde5876                         2.91               
           Vardas5878                       Pavarde5878                         1.10               
           Vardas5879                       Pavarde5879                         3.69               
           Vardas5884                       Pavarde5884                         3.31               
           Vardas5889                       Pavarde5889                         2.48               
           Vardas5890                       Pavarde5890                         4.82               
           Vardas5893                       Pavarde5893                         4.83               
           Vardas5895                       Pavarde5895                         3.42               
           Vardas5896                       Pavarde5896                         2.45               
           Vardas5897                       Pavarde5897                         2.88               
           Vardas5898                       Pavarde5898                         1.98               
           Vardas5900                       Pavarde5900                         2.98               
           Vardas5903                       Pavarde5903                         1.93               
           Vardas5904                       Pavarde5904                         4.47               
           Vardas5905                       Pavarde5905                         4.86               
           Vardas5907                       Pavarde5907                         4.73               
           Vardas5908                       Pavarde5908                         2.98               
           Vardas5909                       Pavarde5909                         3.33               
           Vardas5911                       Pavarde5911                         3.15               
           Vardas5913                       Pavarde5913                         2.85               
           Vardas5916                       Pavarde5916                         4.06               
           Vardas5917                       Pavarde5917                         4.53               
           Vardas5919                       Pavarde5919                         2.71               
           Vardas5922                       Pavarde5922                         3.65               
           Vardas5923                       Pavarde5923                         3.76               
           Vardas5925                       Pavarde5925                         1.89               
           Vardas5929                       Pavarde5929                         3.96               
           Vardas5930                       Pavarde5930                         2.72               
           Vardas5932                       Pavarde5932                         4.91               
           Vardas5935                       Pavarde5935                         2.63               
           Vardas5936                       Pavarde5936                         4.40               
           Vardas5940                       Pavarde5940                         2.81               
           Vardas5941                       Pavarde5941                         1.89               
           Vardas5943                       Pavarde5943                         4.66               
           Vardas5944                       Pavarde5944                         2.99               
           Vardas5945                       Pavarde5945                         3.14               
           Vardas5946                       Pavarde5946                         3.81               
           Vardas5947                       Pavarde5947                         1.77               
           Vardas5953                       Pavarde5953                         1.38               
           Vardas5954                       Pavarde5954                         2.55               
           Vardas5956                       Pavarde5956                         2.37               
           Vardas5958                       Pavarde5958                         2.44               
           Vardas5959                       Pavarde5959                         4.95               
           Vardas5960                       Pavarde5960                         4.41               
           Vardas5962                       Pavarde5962                         3.17               
           Vardas5963                       Pavarde5963                         2.29               
           Vardas5964                       Pavarde5964                         2.27               
           Vardas5980                       Pavarde5980                         4.28               
           Vardas5981                       Pavarde5981                         3.79               
           Vardas5982                       Pavarde5982                         1.92               
           Vardas5983                       Pavarde5983                         4.53               
           Vardas5984                       Pavarde5984                         2.43               
           Vardas5986                       Pavarde5986                         3.26               
           Vardas5989                       Pavarde5989                         1.94               
           Vardas5991                       Pavarde5991                         4.30               
           Vardas5994                       Pavarde5994                         2.83               
           Vardas5995                       Pavarde5995                         4.81               
           Vardas5996                       Pavarde5996                         4.16               
           Vardas5998                       Pavarde5998                         2.72               
           Vardas6001                       Pavarde6001                         2.18               
           Vardas6002                       Pavarde6002                         2.76               
           Vardas6003                       Pavarde6003                         4.77               
           Vardas6005                       Pavarde6005                         3.63               
           Vardas6006                       Pavarde6006                         3.12               
           Vardas6009                       Pavarde6009                         4.15               
           Vardas6011                       Pavarde6011                         4.72               
           Vardas6012                       Pavarde6012                         3.67               
           Vardas6013                       Pavarde6013                         1.78               
           Vardas6014                       Pavarde6014                         3.06               
           Vardas6015                       Pavarde6015                         4.55               
           Vardas6016                       Pavarde6016                         2.51               
           Vardas6018                       Pavarde6018                         1.54               
           Vardas6019                       Pavarde6019                         1.82               
           Vardas6020                       Pavarde6020                         4.16               
           Vardas6022                       Pavarde6022                         3.31               
           Vardas6026                       Pavarde6026                         1.86               
           Vardas6029                       Pavarde6029                         2.21               
           Vardas6033                       Pavarde6033                         2.64               
           Vardas6034                       Pavarde6034                         2.52               
           Vardas6035                       Pavarde6035                         2.03               
           Vardas6036                       Pavarde6036                         2.69               
           Vardas6037                       Pavarde6037                         3.25               
           Vardas6039                       Pavarde6039                         4.31               
           Vardas6040                       Pavarde6040                         4.96               
           Vardas6042                       Pavarde6042                         2.84               
           Vardas6043                       Pavarde6043                         4.24               
           Vardas6044                       Pavarde6044                         1.72               
           Vardas6045                       Pavarde6045                         3.86               
           Vardas6046                       Pavarde6046                         1.08               
           Vardas6047                       Pavarde6047                         4.86               
           Vardas6049                       Pavarde6049                         4.56               
           Vardas6051                       Pavarde6051                         4.19               
