             Vardas                           Pavarde                     Galutinis (Vid.)         
           Vardas4697                       Pavarde4697                         6.82               
           Vardas4698                       Pavarde4698                         7.09               
           Vardas4699                       Pavarde4699                         8.53               
           Vardas4700                       Pavarde4700                         6.64               
           Vardas4701                       Pavarde4701                         6.50               
           Vardas4703                       Pavarde4703                         7.71               
           Vardas4704                       Pavarde4704                         8.31               
           Vardas4705                       Pavarde4705                         6.31               
           Vardas4707                       Pavarde4707                         6.03               
           Vardas4708                       Pavarde4708                         8.91               
           Vardas4710                       Pavarde4710                         6.74               
           Vardas4713                       Pavarde4713                         7.98               
           Vardas4715                       Pavarde4715                         8.55               
           Vardas4718                       Pavarde4718                         6.97               
           Vardas4719                       Pavarde4719                         5.82               
           Vardas4720                       Pavarde4720                         6.79               
           Vardas4722                       Pavarde4722                         7.72               
           Vardas4725                       Pavarde4725                         5.29               
           Vardas4727                       Pavarde4727                         5.84               
           Vardas4729                       Pavarde4729                         6.43               
           Vardas4730                       Pavarde4730                         7.20               
           Vardas4732                       Pavarde4732                         8.01               
           Vardas4736                       Pavarde4736                         5.25               
           Vardas4737                       Pavarde4737                         8.48               
           Vardas4738                       Pavarde4738                         7.05               
           Vardas4744                       Pavarde4744                         5.06               
           Vardas4748                       Pavarde4748                         6.92               
           Vardas4749                       Pavarde4749                         8.07               
           Vardas4750                       Pavarde4750                         5.37               
           Vardas4752                       Pavarde4752                         5.55               
           Vardas4753                       Pavarde4753                         7.40               
           Vardas4755                       Pavarde4755                         5.66               
           Vardas4757                       Pavarde4757                         6.46               
           Vardas4760                       Pavarde4760                         5.35               
           Vardas4761                       Pavarde4761                         6.04               
           Vardas4763                       Pavarde4763                         7.61               
           Vardas4764                       Pavarde4764                         7.27               
           Vardas4765                       Pavarde4765                         5.91               
           Vardas4766                       Pavarde4766                         5.06               
           Vardas4769                       Pavarde4769                         7.76               
           Vardas4771                       Pavarde4771                         5.71               
           Vardas4772                       Pavarde4772                         5.60               
           Vardas4775                       Pavarde4775                         5.54               
           Vardas4777                       Pavarde4777                         7.52               
           Vardas4778                       Pavarde4778                         7.80               
           Vardas4781                       Pavarde4781                         6.66               
           Vardas4783                       Pavarde4783                         5.46               
           Vardas4785                       Pavarde4785                         8.27               
           Vardas4786                       Pavarde4786                         7.72               
           Vardas4787                       Pavarde4787                         7.09               
           Vardas4788                       Pavarde4788                         7.43               
           Vardas4790                       Pavarde4790                         7.00               
           Vardas4793                       Pavarde4793                         5.34               
           Vardas4794                       Pavarde4794                         5.07               
           Vardas4796                       Pavarde4796                         8.40               
           Vardas4797                       Pavarde4797                         5.12               
           Vardas4798                       Pavarde4798                         7.05               
           Vardas4799                       Pavarde4799                         8.43               
           Vardas4802                       Pavarde4802                         5.26               
           Vardas4804                       Pavarde4804                         6.23               
           Vardas4805                       Pavarde4805                         5.44               
           Vardas4808                       Pavarde4808                         7.37               
           Vardas4809                       Pavarde4809                         6.16               
           Vardas4810                       Pavarde4810                         6.39               
           Vardas4813                       Pavarde4813                         8.08               
           Vardas4814                       Pavarde4814                         5.05               
           Vardas4815                       Pavarde4815                         5.02               
           Vardas4817                       Pavarde4817                         8.12               
           Vardas4818                       Pavarde4818                         7.93               
           Vardas4820                       Pavarde4820                         5.44               
           Vardas4824                       Pavarde4824                         7.29               
           Vardas4829                       Pavarde4829                         8.03               
           Vardas4833                       Pavarde4833                         5.62               
           Vardas4834                       Pavarde4834                         7.88               
           Vardas4835                       Pavarde4835                         8.91               
           Vardas4837                       Pavarde4837                         6.10               
           Vardas4839                       Pavarde4839                         5.12               
           Vardas4841                       Pavarde4841                         5.32               
           Vardas4842                       Pavarde4842                         5.44               
           Vardas4843                       Pavarde4843                         6.67               
           Vardas4845                       Pavarde4845                         6.14               
           Vardas4846                       Pavarde4846                         5.93               
           Vardas4847                       Pavarde4847                         5.58               
           Vardas4848                       Pavarde4848                         5.69               
           Vardas4850                       Pavarde4850                         6.38               
           Vardas4854                       Pavarde4854                         7.59               
           Vardas4856                       Pavarde4856                         8.60               
           Vardas4857                       Pavarde4857                         5.84               
           Vardas4859                       Pavarde4859                         7.20               
           Vardas4861                       Pavarde4861                         7.65               
           Vardas4862                       Pavarde4862                         5.31               
           Vardas4865                       Pavarde4865                         7.96               
           Vardas4868                       Pavarde4868                         5.09               
           Vardas4870                       Pavarde4870                         7.27               
           Vardas4871                       Pavarde4871                         5.71               
           Vardas4873                       Pavarde4873                         6.20               
           Vardas4875                       Pavarde4875                         8.82               
           Vardas4876                       Pavarde4876                         5.43               
           Vardas4878                       Pavarde4878                         5.82               
           Vardas4879                       Pavarde4879                         6.08               
           Vardas4882                       Pavarde4882                         5.80               
           Vardas4886                       Pavarde4886                         5.45               
           Vardas4888                       Pavarde4888                         7.28               
           Vardas4890                       Pavarde4890                         6.54               
           Vardas4891                       Pavarde4891                         8.44               
           Vardas4896                       Pavarde4896                         8.41               
           Vardas4898                       Pavarde4898                         7.82               
           Vardas4903                       Pavarde4903                         6.88               
           Vardas4906                       Pavarde4906                         5.65               
           Vardas4910                       Pavarde4910                         6.89               
           Vardas4912                       Pavarde4912                         6.16               
           Vardas4913                       Pavarde4913                         5.56               
           Vardas4916                       Pavarde4916                         7.74               
           Vardas4918                       Pavarde4918                         6.42               
           Vardas4919                       Pavarde4919                         7.75               
           Vardas4921                       Pavarde4921                         8.31               
           Vardas4923                       Pavarde4923                         7.44               
           Vardas4929                       Pavarde4929                         5.97               
           Vardas4930                       Pavarde4930                         8.37               
           Vardas4931                       Pavarde4931                         5.08               
           Vardas4933                       Pavarde4933                         8.24               
           Vardas4934                       Pavarde4934                         7.10               
           Vardas4936                       Pavarde4936                         5.94               
           Vardas4939                       Pavarde4939                         6.43               
           Vardas4940                       Pavarde4940                         5.44               
           Vardas4941                       Pavarde4941                         8.41               
           Vardas4942                       Pavarde4942                         6.26               
           Vardas4946                       Pavarde4946                         5.52               
           Vardas4948                       Pavarde4948                         6.18               
           Vardas4950                       Pavarde4950                         7.60               
           Vardas4953                       Pavarde4953                         7.17               
           Vardas4954                       Pavarde4954                         6.21               
           Vardas4959                       Pavarde4959                         7.26               
           Vardas4962                       Pavarde4962                         7.73               
           Vardas4963                       Pavarde4963                         7.83               
           Vardas4966                       Pavarde4966                         7.36               
           Vardas4967                       Pavarde4967                         5.27               
           Vardas4968                       Pavarde4968                         5.66               
           Vardas4972                       Pavarde4972                         7.04               
           Vardas4974                       Pavarde4974                         7.40               
           Vardas4976                       Pavarde4976                         6.61               
           Vardas4980                       Pavarde4980                         6.36               
           Vardas4981                       Pavarde4981                         5.18               
           Vardas4982                       Pavarde4982                         7.88               
           Vardas4983                       Pavarde4983                         7.59               
           Vardas4984                       Pavarde4984                         5.60               
           Vardas4985                       Pavarde4985                         5.58               
           Vardas4986                       Pavarde4986                         7.50               
           Vardas4989                       Pavarde4989                         8.17               
           Vardas4994                       Pavarde4994                         5.82               
           Vardas4999                       Pavarde4999                         7.94               
           Vardas5006                       Pavarde5006                         6.20               
           Vardas5007                       Pavarde5007                         5.91               
           Vardas5008                       Pavarde5008                         6.10               
           Vardas5009                       Pavarde5009                         7.95               
           Vardas5013                       Pavarde5013                         5.37               
           Vardas5016                       Pavarde5016                         6.44               
           Vardas5017                       Pavarde5017                         7.89               
           Vardas5019                       Pavarde5019                         6.61               
           Vardas5020                       Pavarde5020                         6.85               
           Vardas5023                       Pavarde5023                         5.40               
           Vardas5025                       Pavarde5025                         5.96               
           Vardas5027                       Pavarde5027                         6.41               
           Vardas5028                       Pavarde5028                         9.26               
           Vardas5029                       Pavarde5029                         5.99               
           Vardas5030                       Pavarde5030                         5.81               
           Vardas5033                       Pavarde5033                         7.86               
           Vardas5034                       Pavarde5034                         6.41               
           Vardas5035                       Pavarde5035                         6.55               
           Vardas5036                       Pavarde5036                         6.88               
           Vardas5037                       Pavarde5037                         7.99               
           Vardas5038                       Pavarde5038                         5.78               
           Vardas5045                       Pavarde5045                         6.37               
           Vardas5046                       Pavarde5046                         7.86               
           Vardas5047                       Pavarde5047                         5.75               
           Vardas5048                       Pavarde5048                         7.23               
           Vardas5049                       Pavarde5049                         5.57               
           Vardas5051                       Pavarde5051                         5.43               
           Vardas5052                       Pavarde5052                         7.15               
           Vardas5055                       Pavarde5055                         7.25               
           Vardas5059                       Pavarde5059                         5.91               
           Vardas5064                       Pavarde5064                         5.97               
           Vardas5065                       Pavarde5065                         6.12               
           Vardas5066                       Pavarde5066                         7.87               
           Vardas5067                       Pavarde5067                         5.92               
           Vardas5068                       Pavarde5068                         5.59               
           Vardas5069                       Pavarde5069                         7.00               
           Vardas5070                       Pavarde5070                         6.74               
           Vardas5074                       Pavarde5074                         8.83               
           Vardas5076                       Pavarde5076                         8.19               
           Vardas5081                       Pavarde5081                         8.42               
           Vardas5082                       Pavarde5082                         6.30               
           Vardas5083                       Pavarde5083                         8.21               
           Vardas5084                       Pavarde5084                         7.83               
           Vardas5086                       Pavarde5086                         7.06               
           Vardas5087                       Pavarde5087                         6.42               
           Vardas5088                       Pavarde5088                         8.40               
           Vardas5092                       Pavarde5092                         8.39               
           Vardas5093                       Pavarde5093                         7.64               
           Vardas5095                       Pavarde5095                         5.77               
           Vardas5098                       Pavarde5098                         8.34               
           Vardas5100                       Pavarde5100                         7.21               
           Vardas5102                       Pavarde5102                         6.25               
           Vardas5105                       Pavarde5105                         5.01               
           Vardas5106                       Pavarde5106                         7.33               
           Vardas5110                       Pavarde5110                         5.22               
           Vardas5112                       Pavarde5112                         5.34               
           Vardas5113                       Pavarde5113                         5.90               
           Vardas5114                       Pavarde5114                         5.87               
           Vardas5115                       Pavarde5115                         5.72               
           Vardas5116                       Pavarde5116                         6.04               
           Vardas5117                       Pavarde5117                         7.32               
           Vardas5118                       Pavarde5118                         7.74               
           Vardas5119                       Pavarde5119                         8.79               
           Vardas5120                       Pavarde5120                         5.79               
           Vardas5121                       Pavarde5121                         5.29               
           Vardas5126                       Pavarde5126                         7.38               
           Vardas5127                       Pavarde5127                         7.77               
           Vardas5129                       Pavarde5129                         5.24               
           Vardas5135                       Pavarde5135                         7.64               
           Vardas5136                       Pavarde5136                         7.50               
           Vardas5141                       Pavarde5141                         7.86               
           Vardas5142                       Pavarde5142                         5.74               
           Vardas5145                       Pavarde5145                         7.80               
           Vardas5146                       Pavarde5146                         6.62               
           Vardas5147                       Pavarde5147                         8.24               
           Vardas5148                       Pavarde5148                         5.60               
           Vardas5150                       Pavarde5150                         5.90               
           Vardas5153                       Pavarde5153                         7.08               
           Vardas5154                       Pavarde5154                         6.70               
           Vardas5156                       Pavarde5156                         8.92               
           Vardas5158                       Pavarde5158                         7.35               
           Vardas5159                       Pavarde5159                         8.48               
           Vardas5161                       Pavarde5161                         6.10               
           Vardas5162                       Pavarde5162                         6.46               
           Vardas5163                       Pavarde5163                         8.12               
           Vardas5165                       Pavarde5165                         7.48               
           Vardas5167                       Pavarde5167                         7.05               
           Vardas5168                       Pavarde5168                         5.47               
           Vardas5173                       Pavarde5173                         6.37               
           Vardas5176                       Pavarde5176                         8.56               
           Vardas5177                       Pavarde5177                         7.82               
           Vardas5178                       Pavarde5178                         7.85               
           Vardas5186                       Pavarde5186                         5.63               
           Vardas5187                       Pavarde5187                         6.52               
           Vardas5189                       Pavarde5189                         7.52               
           Vardas5190                       Pavarde5190                         7.98               
           Vardas5196                       Pavarde5196                         8.62               
           Vardas5198                       Pavarde5198                         7.67               
           Vardas5199                       Pavarde5199                         7.84               
           Vardas5201                       Pavarde5201                         7.38               
           Vardas5202                       Pavarde5202                         5.69               
           Vardas5203                       Pavarde5203                         8.10               
           Vardas5208                       Pavarde5208                         5.97               
           Vardas5215                       Pavarde5215                         6.22               
           Vardas5216                       Pavarde5216                         5.19               
           Vardas5217                       Pavarde5217                         5.26               
           Vardas5218                       Pavarde5218                         7.12               
           Vardas5219                       Pavarde5219                         7.58               
           Vardas5220                       Pavarde5220                         6.58               
           Vardas5224                       Pavarde5224                         5.10               
           Vardas5226                       Pavarde5226                         5.67               
           Vardas5229                       Pavarde5229                         8.46               
           Vardas5230                       Pavarde5230                         7.21               
           Vardas5233                       Pavarde5233                         6.60               
           Vardas5237                       Pavarde5237                         6.63               
           Vardas5238                       Pavarde5238                         6.98               
           Vardas5242                       Pavarde5242                         6.14               
           Vardas5243                       Pavarde5243                         5.40               
           Vardas5248                       Pavarde5248                         6.78               
           Vardas5249                       Pavarde5249                         5.37               
           Vardas5250                       Pavarde5250                         8.65               
           Vardas5251                       Pavarde5251                         5.32               
           Vardas5252                       Pavarde5252                         8.01               
           Vardas5255                       Pavarde5255                         6.90               
           Vardas5257                       Pavarde5257                         5.96               
           Vardas5259                       Pavarde5259                         7.90               
           Vardas5261                       Pavarde5261                         5.97               
           Vardas5262                       Pavarde5262                         5.02               
           Vardas5264                       Pavarde5264                         5.09               
           Vardas5266                       Pavarde5266                         8.24               
           Vardas5268                       Pavarde5268                         6.14               
           Vardas5270                       Pavarde5270                         6.11               
           Vardas5272                       Pavarde5272                         6.62               
           Vardas5273                       Pavarde5273                         6.23               
           Vardas5274                       Pavarde5274                         5.12               
           Vardas5276                       Pavarde5276                         5.62               
           Vardas5277                       Pavarde5277                         8.06               
           Vardas5279                       Pavarde5279                         6.95               
           Vardas5281                       Pavarde5281                         6.59               
           Vardas5284                       Pavarde5284                         7.96               
           Vardas5286                       Pavarde5286                         5.30               
           Vardas5289                       Pavarde5289                         6.23               
           Vardas5293                       Pavarde5293                         7.05               
           Vardas5295                       Pavarde5295                         5.47               
           Vardas5296                       Pavarde5296                         7.19               
           Vardas5297                       Pavarde5297                         6.46               
           Vardas5299                       Pavarde5299                         7.35               
           Vardas5301                       Pavarde5301                         8.28               
           Vardas5302                       Pavarde5302                         6.18               
           Vardas5303                       Pavarde5303                         5.44               
           Vardas5305                       Pavarde5305                         6.36               
           Vardas5307                       Pavarde5307                         7.83               
           Vardas5312                       Pavarde5312                         5.40               
           Vardas5313                       Pavarde5313                         5.68               
           Vardas5314                       Pavarde5314                         5.51               
           Vardas5315                       Pavarde5315                         6.35               
           Vardas5316                       Pavarde5316                         5.72               
           Vardas5318                       Pavarde5318                         6.47               
           Vardas5319                       Pavarde5319                         5.93               
           Vardas5322                       Pavarde5322                         5.37               
           Vardas5324                       Pavarde5324                         6.97               
           Vardas5325                       Pavarde5325                         6.81               
           Vardas5327                       Pavarde5327                         7.74               
           Vardas5329                       Pavarde5329                         7.83               
           Vardas5330                       Pavarde5330                         6.85               
           Vardas5332                       Pavarde5332                         7.07               
           Vardas5333                       Pavarde5333                         8.45               
           Vardas5336                       Pavarde5336                         8.45               
           Vardas5337                       Pavarde5337                         7.86               
           Vardas5340                       Pavarde5340                         7.29               
           Vardas5342                       Pavarde5342                         6.69               
           Vardas5343                       Pavarde5343                         6.34               
           Vardas5348                       Pavarde5348                         8.42               
           Vardas5349                       Pavarde5349                         8.23               
           Vardas5350                       Pavarde5350                         7.61               
           Vardas5351                       Pavarde5351                         5.36               
           Vardas5353                       Pavarde5353                         8.26               
           Vardas5354                       Pavarde5354                         5.55               
           Vardas5357                       Pavarde5357                         7.36               
           Vardas5360                       Pavarde5360                         7.43               
           Vardas5361                       Pavarde5361                         6.61               
           Vardas5364                       Pavarde5364                         5.98               
           Vardas5365                       Pavarde5365                         5.04               
           Vardas5367                       Pavarde5367                         6.27               
           Vardas5370                       Pavarde5370                         6.02               
           Vardas5371                       Pavarde5371                         5.22               
           Vardas5373                       Pavarde5373                         5.82               
           Vardas5374                       Pavarde5374                         6.43               
           Vardas5375                       Pavarde5375                         7.17               
           Vardas5380                       Pavarde5380                         7.12               
           Vardas5383                       Pavarde5383                         5.54               
           Vardas5384                       Pavarde5384                         6.80               
           Vardas5387                       Pavarde5387                         5.07               
           Vardas5388                       Pavarde5388                         8.04               
           Vardas5395                       Pavarde5395                         5.24               
           Vardas5397                       Pavarde5397                         5.69               
           Vardas5398                       Pavarde5398                         7.36               
           Vardas5400                       Pavarde5400                         6.70               
           Vardas5401                       Pavarde5401                         5.41               
           Vardas5402                       Pavarde5402                         6.34               
           Vardas5403                       Pavarde5403                         5.26               
           Vardas5404                       Pavarde5404                         7.86               
           Vardas5406                       Pavarde5406                         5.78               
           Vardas5409                       Pavarde5409                         7.16               
           Vardas5410                       Pavarde5410                         6.58               
           Vardas5411                       Pavarde5411                         7.01               
           Vardas5418                       Pavarde5418                         8.24               
           Vardas5419                       Pavarde5419                         6.73               
           Vardas5420                       Pavarde5420                         6.77               
           Vardas5421                       Pavarde5421                         8.20               
           Vardas5422                       Pavarde5422                         6.26               
           Vardas5423                       Pavarde5423                         6.69               
           Vardas5426                       Pavarde5426                         5.61               
           Vardas5428                       Pavarde5428                         5.56               
           Vardas5429                       Pavarde5429                         8.08               
           Vardas5433                       Pavarde5433                         7.31               
           Vardas5435                       Pavarde5435                         5.16               
           Vardas5436                       Pavarde5436                         5.52               
           Vardas5437                       Pavarde5437                         6.15               
           Vardas5438                       Pavarde5438                         8.06               
           Vardas5445                       Pavarde5445                         6.91               
           Vardas5447                       Pavarde5447                         8.60               
           Vardas5451                       Pavarde5451                         7.12               
           Vardas5454                       Pavarde5454                         5.35               
           Vardas5456                       Pavarde5456                         7.22               
           Vardas5457                       Pavarde5457                         7.59               
           Vardas5458                       Pavarde5458                         7.20               
           Vardas5459                       Pavarde5459                         6.74               
           Vardas5461                       Pavarde5461                         5.89               
           Vardas5463                       Pavarde5463                         6.09               
           Vardas5466                       Pavarde5466                         7.84               
           Vardas5467                       Pavarde5467                         8.82               
           Vardas5469                       Pavarde5469                         7.82               
           Vardas5470                       Pavarde5470                         6.70               
           Vardas5471                       Pavarde5471                         6.60               
           Vardas5473                       Pavarde5473                         8.37               
           Vardas5475                       Pavarde5475                         6.34               
           Vardas5477                       Pavarde5477                         8.15               
           Vardas5478                       Pavarde5478                         5.99               
           Vardas5479                       Pavarde5479                         7.60               
           Vardas5480                       Pavarde5480                         7.83               
           Vardas5481                       Pavarde5481                         7.24               
           Vardas5486                       Pavarde5486                         6.48               
           Vardas5489                       Pavarde5489                         6.18               
           Vardas5490                       Pavarde5490                         5.30               
           Vardas5494                       Pavarde5494                         7.76               
           Vardas5495                       Pavarde5495                         5.15               
           Vardas5496                       Pavarde5496                         5.31               
           Vardas5497                       Pavarde5497                         6.49               
           Vardas5498                       Pavarde5498                         6.73               
           Vardas5502                       Pavarde5502                         6.91               
           Vardas5505                       Pavarde5505                         8.49               
           Vardas5509                       Pavarde5509                         6.30               
           Vardas5510                       Pavarde5510                         6.31               
           Vardas5513                       Pavarde5513                         5.72               
           Vardas5515                       Pavarde5515                         8.14               
           Vardas5516                       Pavarde5516                         5.14               
           Vardas5517                       Pavarde5517                         5.36               
           Vardas5519                       Pavarde5519                         8.27               
           Vardas5520                       Pavarde5520                         5.91               
           Vardas5521                       Pavarde5521                         6.68               
           Vardas5522                       Pavarde5522                         5.57               
           Vardas5524                       Pavarde5524                         5.78               
           Vardas5525                       Pavarde5525                         5.73               
           Vardas5528                       Pavarde5528                         6.70               
           Vardas5529                       Pavarde5529                         6.41               
           Vardas5531                       Pavarde5531                         5.59               
           Vardas5532                       Pavarde5532                         7.10               
           Vardas5533                       Pavarde5533                         6.59               
           Vardas5534                       Pavarde5534                         5.48               
           Vardas5536                       Pavarde5536                         5.42               
           Vardas5537                       Pavarde5537                         5.37               
           Vardas5538                       Pavarde5538                         6.05               
           Vardas5542                       Pavarde5542                         7.79               
           Vardas5546                       Pavarde5546                         7.29               
           Vardas5547                       Pavarde5547                         5.75               
           Vardas5549                       Pavarde5549                         7.74               
           Vardas5550                       Pavarde5550                         7.79               
           Vardas5554                       Pavarde5554                         7.70               
           Vardas5556                       Pavarde5556                         7.03               
           Vardas5557                       Pavarde5557                         5.41               
           Vardas5558                       Pavarde5558                         8.80               
           Vardas5561                       Pavarde5561                         8.21               
           Vardas5564                       Pavarde5564                         5.53               
           Vardas5565                       Pavarde5565                         6.90               
           Vardas5567                       Pavarde5567                         5.63               
           Vardas5570                       Pavarde5570                         5.82               
           Vardas5571                       Pavarde5571                         6.54               
           Vardas5572                       Pavarde5572                         6.94               
           Vardas5575                       Pavarde5575                         7.39               
           Vardas5577                       Pavarde5577                         5.60               
           Vardas5579                       Pavarde5579                         5.78               
           Vardas5580                       Pavarde5580                         5.96               
           Vardas5581                       Pavarde5581                         5.28               
           Vardas5584                       Pavarde5584                         7.98               
           Vardas5585                       Pavarde5585                         5.65               
           Vardas5587                       Pavarde5587                         5.30               
           Vardas5589                       Pavarde5589                         8.35               
           Vardas5590                       Pavarde5590                         6.54               
