             Vardas                           Pavarde                     Galutinis (Vid.)         
           Vardas4826                       Pavarde4826                         8.49               
           Vardas4827                       Pavarde4827                         1.78               
           Vardas4828                       Pavarde4828                         2.09               
           Vardas4829                       Pavarde4829                         3.61               
           Vardas4830                       Pavarde4830                         3.40               
           Vardas4831                       Pavarde4831                         6.89               
           Vardas4832                       Pavarde4832                         3.73               
           Vardas4833                       Pavarde4833                         2.12               
           Vardas4834                       Pavarde4834                         4.33               
           Vardas4835                       Pavarde4835                         7.30               
           Vardas4836                       Pavarde4836                         2.24               
           Vardas4837                       Pavarde4837                         7.67               
           Vardas4838                       Pavarde4838                         2.85               
           Vardas4839                       Pavarde4839                         7.09               
           Vardas4840                       Pavarde4840                         4.61               
           Vardas4841                       Pavarde4841                         8.33               
           Vardas4842                       Pavarde4842                         5.04               
           Vardas4843                       Pavarde4843                         3.60               
           Vardas4844                       Pavarde4844                         5.08               
           Vardas4845                       Pavarde4845                         4.38               
           Vardas4846                       Pavarde4846                         4.94               
           Vardas4847                       Pavarde4847                         6.54               
           Vardas4848                       Pavarde4848                         4.01               
           Vardas4849                       Pavarde4849                         4.07               
           Vardas4850                       Pavarde4850                         8.48               
           Vardas4851                       Pavarde4851                         2.28               
           Vardas4852                       Pavarde4852                         4.29               
           Vardas4853                       Pavarde4853                         5.80               
           Vardas4854                       Pavarde4854                         3.01               
           Vardas4855                       Pavarde4855                         6.10               
           Vardas4856                       Pavarde4856                         5.88               
           Vardas4857                       Pavarde4857                         5.80               
           Vardas4858                       Pavarde4858                         5.27               
           Vardas4859                       Pavarde4859                         2.49               
           Vardas4860                       Pavarde4860                         3.92               
           Vardas4861                       Pavarde4861                         4.34               
           Vardas4862                       Pavarde4862                         3.83               
           Vardas4863                       Pavarde4863                         2.55               
           Vardas4864                       Pavarde4864                         2.47               
           Vardas4865                       Pavarde4865                         6.60               
           Vardas4866                       Pavarde4866                         3.34               
           Vardas4867                       Pavarde4867                         2.76               
           Vardas4868                       Pavarde4868                         1.36               
           Vardas4869                       Pavarde4869                         2.37               
           Vardas4870                       Pavarde4870                         4.75               
           Vardas4871                       Pavarde4871                         6.54               
           Vardas4872                       Pavarde4872                         5.62               
           Vardas4873                       Pavarde4873                         7.98               
           Vardas4874                       Pavarde4874                         7.77               
           Vardas4875                       Pavarde4875                         7.68               
           Vardas4876                       Pavarde4876                         1.48               
           Vardas4877                       Pavarde4877                         4.30               
           Vardas4878                       Pavarde4878                         5.73               
           Vardas4879                       Pavarde4879                         8.20               
           Vardas4880                       Pavarde4880                         5.24               
           Vardas4881                       Pavarde4881                         5.47               
           Vardas4882                       Pavarde4882                         7.31               
           Vardas4883                       Pavarde4883                         7.47               
           Vardas4884                       Pavarde4884                         1.56               
           Vardas4885                       Pavarde4885                         6.17               
           Vardas4886                       Pavarde4886                         6.08               
           Vardas4887                       Pavarde4887                         2.65               
           Vardas4888                       Pavarde4888                         4.61               
           Vardas4889                       Pavarde4889                         3.02               
           Vardas4890                       Pavarde4890                         2.49               
           Vardas4891                       Pavarde4891                         1.98               
           Vardas4892                       Pavarde4892                         3.89               
           Vardas4893                       Pavarde4893                         3.72               
           Vardas4894                       Pavarde4894                         4.05               
           Vardas4895                       Pavarde4895                         2.99               
           Vardas4896                       Pavarde4896                         3.62               
           Vardas4897                       Pavarde4897                         7.15               
           Vardas4898                       Pavarde4898                         4.73               
           Vardas4899                       Pavarde4899                         6.56               
           Vardas4900                       Pavarde4900                         5.42               
           Vardas4901                       Pavarde4901                         2.39               
           Vardas4902                       Pavarde4902                         7.65               
           Vardas4903                       Pavarde4903                         6.29               
           Vardas4904                       Pavarde4904                         5.42               
           Vardas4905                       Pavarde4905                         3.27               
           Vardas4906                       Pavarde4906                         4.77               
           Vardas4907                       Pavarde4907                         6.72               
           Vardas4908                       Pavarde4908                         6.03               
           Vardas4909                       Pavarde4909                         7.79               
           Vardas4910                       Pavarde4910                         1.74               
           Vardas4911                       Pavarde4911                         4.98               
           Vardas4912                       Pavarde4912                         3.82               
           Vardas4913                       Pavarde4913                         6.41               
           Vardas4914                       Pavarde4914                         2.74               
           Vardas4915                       Pavarde4915                         4.72               
           Vardas4916                       Pavarde4916                         4.36               
           Vardas4917                       Pavarde4917                         5.35               
           Vardas4918                       Pavarde4918                         1.75               
           Vardas4919                       Pavarde4919                         6.06               
           Vardas4920                       Pavarde4920                         2.95               
           Vardas4921                       Pavarde4921                         2.73               
           Vardas4922                       Pavarde4922                         3.34               
           Vardas4923                       Pavarde4923                         4.71               
           Vardas4924                       Pavarde4924                         7.28               
           Vardas4925                       Pavarde4925                         7.55               
           Vardas4926                       Pavarde4926                         3.46               
           Vardas4927                       Pavarde4927                         1.97               
           Vardas4928                       Pavarde4928                         7.65               
           Vardas4929                       Pavarde4929                         5.16               
           Vardas4930                       Pavarde4930                         1.95               
           Vardas4931                       Pavarde4931                         2.21               
           Vardas4932                       Pavarde4932                         6.44               
           Vardas4933                       Pavarde4933                         6.09               
           Vardas4934                       Pavarde4934                         6.96               
           Vardas4935                       Pavarde4935                         7.29               
           Vardas4936                       Pavarde4936                         4.31               
           Vardas4937                       Pavarde4937                         8.89               
           Vardas4938                       Pavarde4938                         2.70               
           Vardas4939                       Pavarde4939                         3.93               
           Vardas4940                       Pavarde4940                         7.45               
           Vardas4941                       Pavarde4941                         1.80               
           Vardas4942                       Pavarde4942                         5.41               
           Vardas4943                       Pavarde4943                         2.91               
           Vardas4944                       Pavarde4944                         3.82               
           Vardas4945                       Pavarde4945                         3.63               
           Vardas4946                       Pavarde4946                         4.63               
           Vardas4947                       Pavarde4947                         5.92               
           Vardas4948                       Pavarde4948                         5.54               
           Vardas4949                       Pavarde4949                         6.70               
           Vardas4950                       Pavarde4950                         7.30               
           Vardas4951                       Pavarde4951                         4.30               
           Vardas4952                       Pavarde4952                         7.54               
           Vardas4953                       Pavarde4953                         7.73               
           Vardas4954                       Pavarde4954                         8.04               
           Vardas4955                       Pavarde4955                         2.91               
           Vardas4956                       Pavarde4956                         4.64               
           Vardas4957                       Pavarde4957                         2.80               
           Vardas4958                       Pavarde4958                         8.06               
           Vardas4959                       Pavarde4959                         7.41               
           Vardas4960                       Pavarde4960                         3.26               
           Vardas4961                       Pavarde4961                         3.06               
           Vardas4962                       Pavarde4962                         8.60               
           Vardas4963                       Pavarde4963                         6.31               
           Vardas4964                       Pavarde4964                         2.54               
           Vardas4965                       Pavarde4965                         6.44               
           Vardas4966                       Pavarde4966                         3.05               
           Vardas4967                       Pavarde4967                         7.86               
           Vardas4968                       Pavarde4968                         1.55               
           Vardas4969                       Pavarde4969                         8.73               
           Vardas4970                       Pavarde4970                         3.24               
           Vardas4971                       Pavarde4971                         2.55               
           Vardas4972                       Pavarde4972                         3.97               
           Vardas4973                       Pavarde4973                         2.61               
           Vardas4974                       Pavarde4974                         4.69               
           Vardas4975                       Pavarde4975                         3.22               
           Vardas4976                       Pavarde4976                         4.76               
           Vardas4977                       Pavarde4977                         4.79               
           Vardas4978                       Pavarde4978                         2.78               
           Vardas4979                       Pavarde4979                         5.85               
           Vardas4980                       Pavarde4980                         6.71               
           Vardas4981                       Pavarde4981                         1.77               
           Vardas4982                       Pavarde4982                         5.29               
           Vardas4983                       Pavarde4983                         1.16               
           Vardas4984                       Pavarde4984                         5.00               
           Vardas4985                       Pavarde4985                         4.59               
           Vardas4986                       Pavarde4986                         5.80               
           Vardas4987                       Pavarde4987                         3.05               
           Vardas4988                       Pavarde4988                         7.94               
           Vardas4989                       Pavarde4989                         1.66               
           Vardas4990                       Pavarde4990                         3.78               
           Vardas4991                       Pavarde4991                         3.95               
           Vardas4992                       Pavarde4992                         4.31               
           Vardas4993                       Pavarde4993                         3.32               
           Vardas4994                       Pavarde4994                         5.16               
           Vardas4995                       Pavarde4995                         1.26               
           Vardas4996                       Pavarde4996                         1.98               
           Vardas4997                       Pavarde4997                         7.45               
           Vardas4998                       Pavarde4998                         4.59               
           Vardas4999                       Pavarde4999                         7.19               
           Vardas5000                       Pavarde5000                         5.70               
           Vardas5001                       Pavarde5001                         2.00               
           Vardas5002                       Pavarde5002                         8.38               
           Vardas5003                       Pavarde5003                         2.39               
           Vardas5004                       Pavarde5004                         5.52               
           Vardas5005                       Pavarde5005                         8.05               
           Vardas5006                       Pavarde5006                         1.62               
           Vardas5007                       Pavarde5007                         0.96               
           Vardas5008                       Pavarde5008                         7.33               
           Vardas5009                       Pavarde5009                         4.75               
           Vardas5010                       Pavarde5010                         5.28               
           Vardas5011                       Pavarde5011                         7.77               
           Vardas5012                       Pavarde5012                         6.29               
           Vardas5013                       Pavarde5013                         6.27               
           Vardas5014                       Pavarde5014                         5.76               
           Vardas5015                       Pavarde5015                         4.29               
           Vardas5016                       Pavarde5016                         2.50               
           Vardas5017                       Pavarde5017                         8.96               
           Vardas5018                       Pavarde5018                         6.42               
           Vardas5019                       Pavarde5019                         1.89               
           Vardas5020                       Pavarde5020                         8.03               
           Vardas5021                       Pavarde5021                         5.35               
           Vardas5022                       Pavarde5022                         5.15               
           Vardas5023                       Pavarde5023                         4.53               
           Vardas5024                       Pavarde5024                         4.40               
           Vardas5025                       Pavarde5025                         5.63               
           Vardas5026                       Pavarde5026                         8.50               
           Vardas5027                       Pavarde5027                         3.40               
           Vardas5028                       Pavarde5028                         5.23               
           Vardas5029                       Pavarde5029                         5.88               
           Vardas5030                       Pavarde5030                         3.51               
           Vardas5031                       Pavarde5031                         5.68               
           Vardas5032                       Pavarde5032                         3.30               
           Vardas5033                       Pavarde5033                         2.45               
           Vardas5034                       Pavarde5034                         7.07               
           Vardas5035                       Pavarde5035                         4.96               
           Vardas5036                       Pavarde5036                         1.85               
           Vardas5037                       Pavarde5037                         1.95               
           Vardas5038                       Pavarde5038                         2.61               
           Vardas5039                       Pavarde5039                         3.43               
           Vardas5040                       Pavarde5040                         5.96               
           Vardas5041                       Pavarde5041                         2.99               
           Vardas5042                       Pavarde5042                         5.06               
           Vardas5043                       Pavarde5043                         2.39               
           Vardas5044                       Pavarde5044                         8.27               
           Vardas5045                       Pavarde5045                         6.82               
           Vardas5046                       Pavarde5046                         7.80               
           Vardas5047                       Pavarde5047                         4.13               
           Vardas5048                       Pavarde5048                         2.56               
           Vardas5049                       Pavarde5049                         8.29               
           Vardas5050                       Pavarde5050                         7.21               
           Vardas5051                       Pavarde5051                         4.37               
           Vardas5052                       Pavarde5052                         7.72               
           Vardas5053                       Pavarde5053                         2.62               
           Vardas5054                       Pavarde5054                         7.13               
           Vardas5055                       Pavarde5055                         3.06               
           Vardas5056                       Pavarde5056                         7.48               
           Vardas5057                       Pavarde5057                         5.23               
           Vardas5058                       Pavarde5058                         1.82               
           Vardas5059                       Pavarde5059                         4.13               
           Vardas5060                       Pavarde5060                         8.86               
           Vardas5061                       Pavarde5061                         6.66               
           Vardas5062                       Pavarde5062                         2.41               
           Vardas5063                       Pavarde5063                         5.67               
           Vardas5064                       Pavarde5064                         4.51               
           Vardas5065                       Pavarde5065                         4.70               
           Vardas5066                       Pavarde5066                         5.77               
           Vardas5067                       Pavarde5067                         2.31               
           Vardas5068                       Pavarde5068                         1.95               
           Vardas5069                       Pavarde5069                         8.07               
           Vardas5070                       Pavarde5070                         5.38               
           Vardas5071                       Pavarde5071                         6.65               
           Vardas5072                       Pavarde5072                         5.52               
           Vardas5073                       Pavarde5073                         6.87               
           Vardas5074                       Pavarde5074                         2.47               
           Vardas5075                       Pavarde5075                         4.02               
           Vardas5076                       Pavarde5076                         7.08               
           Vardas5077                       Pavarde5077                         7.81               
           Vardas5078                       Pavarde5078                         4.03               
           Vardas5079                       Pavarde5079                         7.61               
           Vardas5080                       Pavarde5080                         3.02               
           Vardas5081                       Pavarde5081                         4.47               
           Vardas5082                       Pavarde5082                         7.67               
           Vardas5083                       Pavarde5083                         2.73               
           Vardas5084                       Pavarde5084                         7.08               
           Vardas5085                       Pavarde5085                         1.44               
           Vardas5086                       Pavarde5086                         3.16               
           Vardas5087                       Pavarde5087                         8.03               
           Vardas5088                       Pavarde5088                         1.66               
           Vardas5089                       Pavarde5089                         8.71               
           Vardas5090                       Pavarde5090                         4.62               
           Vardas5091                       Pavarde5091                         3.13               
           Vardas5092                       Pavarde5092                         2.28               
           Vardas5093                       Pavarde5093                         4.96               
           Vardas5094                       Pavarde5094                         3.34               
           Vardas5095                       Pavarde5095                         8.13               
           Vardas5096                       Pavarde5096                         4.33               
           Vardas5097                       Pavarde5097                         8.29               
           Vardas5098                       Pavarde5098                         1.79               
           Vardas5099                       Pavarde5099                         5.31               
           Vardas5100                       Pavarde5100                         7.33               
           Vardas5101                       Pavarde5101                         1.36               
           Vardas5102                       Pavarde5102                         5.69               
           Vardas5103                       Pavarde5103                         3.39               
           Vardas5104                       Pavarde5104                         7.51               
           Vardas5105                       Pavarde5105                         7.01               
           Vardas5106                       Pavarde5106                         3.46               
           Vardas5107                       Pavarde5107                         7.91               
           Vardas5108                       Pavarde5108                         0.95               
           Vardas5109                       Pavarde5109                         3.58               
           Vardas5110                       Pavarde5110                         6.49               
           Vardas5111                       Pavarde5111                         6.15               
           Vardas5112                       Pavarde5112                         7.41               
           Vardas5113                       Pavarde5113                         4.98               
           Vardas5114                       Pavarde5114                         2.53               
           Vardas5115                       Pavarde5115                         6.13               
           Vardas5116                       Pavarde5116                         1.70               
           Vardas5117                       Pavarde5117                         7.08               
           Vardas5118                       Pavarde5118                         8.71               
           Vardas5119                       Pavarde5119                         4.85               
           Vardas5120                       Pavarde5120                         4.62               
           Vardas5121                       Pavarde5121                         8.01               
           Vardas5122                       Pavarde5122                         3.89               
           Vardas5123                       Pavarde5123                         7.21               
           Vardas5124                       Pavarde5124                         7.42               
           Vardas5125                       Pavarde5125                         5.98               
           Vardas5126                       Pavarde5126                         7.72               
           Vardas5127                       Pavarde5127                         3.31               
           Vardas5128                       Pavarde5128                         7.82               
           Vardas5129                       Pavarde5129                         5.20               
           Vardas5130                       Pavarde5130                         2.30               
           Vardas5131                       Pavarde5131                         4.33               
           Vardas5132                       Pavarde5132                         8.01               
           Vardas5133                       Pavarde5133                         2.36               
           Vardas5134                       Pavarde5134                         7.59               
           Vardas5135                       Pavarde5135                         5.25               
           Vardas5136                       Pavarde5136                         4.61               
           Vardas5137                       Pavarde5137                         7.22               
           Vardas5138                       Pavarde5138                         3.43               
           Vardas5139                       Pavarde5139                         8.50               
           Vardas5140                       Pavarde5140                         2.07               
           Vardas5141                       Pavarde5141                         5.41               
           Vardas5142                       Pavarde5142                         6.33               
           Vardas5143                       Pavarde5143                         4.43               
           Vardas5144                       Pavarde5144                         8.00               
           Vardas5145                       Pavarde5145                         5.01               
           Vardas5146                       Pavarde5146                         5.43               
           Vardas5147                       Pavarde5147                         4.89               
           Vardas5148                       Pavarde5148                         2.62               
           Vardas5149                       Pavarde5149                         5.04               
           Vardas5150                       Pavarde5150                         5.44               
           Vardas5151                       Pavarde5151                         1.69               
           Vardas5152                       Pavarde5152                         8.52               
           Vardas5153                       Pavarde5153                         6.93               
           Vardas5154                       Pavarde5154                         2.04               
           Vardas5155                       Pavarde5155                         5.96               
           Vardas5156                       Pavarde5156                         3.16               
           Vardas5157                       Pavarde5157                         8.16               
           Vardas5158                       Pavarde5158                         7.17               
           Vardas5159                       Pavarde5159                         6.23               
           Vardas5160                       Pavarde5160                         4.48               
           Vardas5161                       Pavarde5161                         6.17               
           Vardas5162                       Pavarde5162                         5.52               
           Vardas5163                       Pavarde5163                         5.17               
           Vardas5164                       Pavarde5164                         2.41               
           Vardas5165                       Pavarde5165                         6.06               
           Vardas5166                       Pavarde5166                         3.72               
           Vardas5167                       Pavarde5167                         5.63               
           Vardas5168                       Pavarde5168                         6.66               
           Vardas5169                       Pavarde5169                         5.99               
           Vardas5170                       Pavarde5170                         3.78               
           Vardas5171                       Pavarde5171                         2.16               
           Vardas5172                       Pavarde5172                         3.96               
           Vardas5173                       Pavarde5173                         5.13               
           Vardas5174                       Pavarde5174                         2.36               
           Vardas5175                       Pavarde5175                         7.13               
           Vardas5176                       Pavarde5176                         4.76               
           Vardas5177                       Pavarde5177                         5.36               
           Vardas5178                       Pavarde5178                         5.60               
           Vardas5179                       Pavarde5179                         3.89               
           Vardas5180                       Pavarde5180                         6.33               
           Vardas5181                       Pavarde5181                         6.22               
           Vardas5182                       Pavarde5182                         8.20               
           Vardas5183                       Pavarde5183                         4.00               
           Vardas5184                       Pavarde5184                         5.29               
           Vardas5185                       Pavarde5185                         4.42               
           Vardas5186                       Pavarde5186                         8.27               
           Vardas5187                       Pavarde5187                         3.86               
           Vardas5188                       Pavarde5188                         5.01               
           Vardas5189                       Pavarde5189                         3.56               
           Vardas5190                       Pavarde5190                         2.25               
           Vardas5191                       Pavarde5191                         7.99               
           Vardas5192                       Pavarde5192                         6.06               
           Vardas5193                       Pavarde5193                         4.70               
           Vardas5194                       Pavarde5194                         3.94               
           Vardas5195                       Pavarde5195                         4.38               
           Vardas5196                       Pavarde5196                         7.99               
           Vardas5197                       Pavarde5197                         0.89               
           Vardas5198                       Pavarde5198                         4.37               
           Vardas5199                       Pavarde5199                         6.18               
           Vardas5200                       Pavarde5200                         6.26               
           Vardas5201                       Pavarde5201                         4.90               
           Vardas5202                       Pavarde5202                         6.59               
           Vardas5203                       Pavarde5203                         3.60               
           Vardas5204                       Pavarde5204                         6.79               
           Vardas5205                       Pavarde5205                         3.89               
           Vardas5206                       Pavarde5206                         1.46               
           Vardas5207                       Pavarde5207                         4.36               
           Vardas5208                       Pavarde5208                         2.69               
           Vardas5209                       Pavarde5209                         2.55               
           Vardas5210                       Pavarde5210                         7.58               
           Vardas5211                       Pavarde5211                         3.15               
           Vardas5212                       Pavarde5212                         2.04               
           Vardas5213                       Pavarde5213                         5.43               
           Vardas5214                       Pavarde5214                         2.65               
           Vardas5215                       Pavarde5215                         8.00               
           Vardas5216                       Pavarde5216                         2.45               
           Vardas5217                       Pavarde5217                         6.52               
           Vardas5218                       Pavarde5218                         4.19               
           Vardas5219                       Pavarde5219                         6.45               
           Vardas5220                       Pavarde5220                         3.43               
           Vardas5221                       Pavarde5221                         1.72               
           Vardas5222                       Pavarde5222                         6.59               
           Vardas5223                       Pavarde5223                         6.94               
           Vardas5224                       Pavarde5224                         5.15               
           Vardas5225                       Pavarde5225                         4.41               
           Vardas5226                       Pavarde5226                         2.53               
           Vardas5227                       Pavarde5227                         6.84               
           Vardas5228                       Pavarde5228                         4.31               
           Vardas5229                       Pavarde5229                         1.75               
           Vardas5230                       Pavarde5230                         6.21               
           Vardas5231                       Pavarde5231                         8.33               
           Vardas5232                       Pavarde5232                         4.13               
           Vardas5233                       Pavarde5233                         3.76               
           Vardas5234                       Pavarde5234                         8.57               
           Vardas5235                       Pavarde5235                         8.57               
           Vardas5236                       Pavarde5236                         6.82               
           Vardas5237                       Pavarde5237                         6.22               
           Vardas5238                       Pavarde5238                         8.56               
           Vardas5239                       Pavarde5239                         8.00               
           Vardas5240                       Pavarde5240                         4.32               
           Vardas5241                       Pavarde5241                         7.99               
           Vardas5242                       Pavarde5242                         4.91               
           Vardas5243                       Pavarde5243                         2.97               
           Vardas5244                       Pavarde5244                         5.50               
           Vardas5245                       Pavarde5245                         5.64               
           Vardas5246                       Pavarde5246                         3.87               
           Vardas5247                       Pavarde5247                         6.79               
           Vardas5248                       Pavarde5248                         6.17               
           Vardas5249                       Pavarde5249                         7.61               
           Vardas5250                       Pavarde5250                         6.52               
           Vardas5251                       Pavarde5251                         5.23               
           Vardas5252                       Pavarde5252                         7.98               
           Vardas5253                       Pavarde5253                         2.44               
           Vardas5254                       Pavarde5254                         3.94               
           Vardas5255                       Pavarde5255                         3.92               
           Vardas5256                       Pavarde5256                         7.66               
           Vardas5257                       Pavarde5257                         7.56               
           Vardas5258                       Pavarde5258                         3.46               
           Vardas5259                       Pavarde5259                         7.64               
           Vardas5260                       Pavarde5260                         3.75               
           Vardas5261                       Pavarde5261                         1.85               
           Vardas5262                       Pavarde5262                         3.24               
           Vardas5263                       Pavarde5263                         1.98               
           Vardas5264                       Pavarde5264                         5.33               
           Vardas5265                       Pavarde5265                         7.07               
           Vardas5266                       Pavarde5266                         5.00               
           Vardas5267                       Pavarde5267                         5.07               
           Vardas5268                       Pavarde5268                         2.43               
           Vardas5269                       Pavarde5269                         2.65               
           Vardas5270                       Pavarde5270                         6.40               
           Vardas5271                       Pavarde5271                         2.83               
           Vardas5272                       Pavarde5272                         5.03               
           Vardas5273                       Pavarde5273                         4.15               
           Vardas5274                       Pavarde5274                         7.40               
           Vardas5275                       Pavarde5275                         6.30               
